[2025-02-26 12:09:28] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-26 12:09:28] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, wrapup
[2025-02-26 12:09:28] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-26 12:09:29] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-26 12:09:29] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-26 12:09:29] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-26 12:09:29] [class-ss-setup-task.php:33] Creating archive directory: /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/uploads/simply-static/temp-files/simply-static-1-1740571768/
[2025-02-26 12:09:29] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/personalportfolio/
[2025-02-26 12:09:29] [class-ss-setup-task.php:155] Adding files from directory: /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/uploads
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/uploads/.DS_Store to queue as: http://localhost/personalportfolio/wp-content/uploads/.DS_Store
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/uploads/simply-static/4b09ec942505ea3a918a67289ef90df7-debug.txt to queue as: http://localhost/personalportfolio/wp-content/uploads/simply-static/4b09ec942505ea3a918a67289ef90df7-debug.txt
[2025-02-26 12:09:29] [class-ss-setup-task.php:155] Adding files from directory: /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/.DS_Store to queue as: http://localhost/personalportfolio/wp-content/.DS_Store
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/index.php to queue as: http://localhost/personalportfolio/wp-content/index.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/index.php to queue as: http://localhost/personalportfolio/wp-content/plugins/index.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/class.akismet-cli.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/class.akismet-cli.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/class.akismet.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/class.akismet.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/index.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/index.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/class.akismet-widget.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/class.akismet-widget.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/class.akismet-admin.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/class.akismet-admin.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/class.akismet-rest-api.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/class.akismet-rest-api.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/changelog.txt to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/changelog.txt
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/readme.txt to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/readme.txt
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/akismet.js to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/akismet.js
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/akismet-admin.css to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/akismet-admin.css
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/img/akismet-refresh-logo@2x.png to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/img/akismet-refresh-logo@2x.png
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/img/akismet-activation-banner-elements.png to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/img/akismet-activation-banner-elements.png
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/img/akismet-refresh-logo.svg to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/img/akismet-refresh-logo.svg
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/img/icon-external.svg to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/img/icon-external.svg
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/img/logo-a-2x.png to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/img/logo-a-2x.png
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/img/arrow-left.svg to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/img/arrow-left.svg
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/akismet.css to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/akismet.css
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/akismet-frontend.js to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/akismet-frontend.js
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/rtl/akismet-admin-rtl.css to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/rtl/akismet-admin-rtl.css
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/rtl/akismet-rtl.css to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/rtl/akismet-rtl.css
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/akismet-admin.js to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/akismet-admin.js
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/_inc/fonts/inter.css to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/_inc/fonts/inter.css
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/wrapper.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/wrapper.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/akismet.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/akismet.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/LICENSE.txt to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/LICENSE.txt
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/views/title.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/views/title.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/views/get.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/views/get.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/views/connect-jp.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/views/connect-jp.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/views/config.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/views/config.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/views/stats.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/views/stats.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/views/logo.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/views/logo.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/views/enter.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/views/enter.php
[2025-02-26 12:09:29] [class-ss-setup-task.php:160] Adding file /Applications/XAMPP/xamppfiles/htdocs/personalportfolio/wp-content/plugins/akismet/views/activate.php to queue as: http://localhost/personalportfolio/wp-content/plugins/akismet/views/activate.php
